"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 11 14:33:28 GMT 2023","Mon Dec 11 14:33:31 GMT 2023","2279","Suite","Register user SSO","com.test.TestCases.Register.RegisterUserSSO","com.test.TestCases.Register.RegisterUserSSO","registerUserWithUnderSixChar","Register user with under 6 character password","Register user with under 6 character password"
"passed","Mon Dec 11 14:38:14 GMT 2023","Mon Dec 11 14:38:40 GMT 2023","26488","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventWebinar","Create Course Webinar","Create Course Webinar"
"passed","Mon Dec 11 14:32:32 GMT 2023","Mon Dec 11 14:32:42 GMT 2023","10293","Suite","Logout web school","com.test.TestCases.Logout.LogOutUserSchool","com.test.TestCases.Logout.LogOutUserSchool","loginValidUserSchool","Logout user school","Logout user school"
"passed","Mon Dec 11 14:32:58 GMT 2023","Mon Dec 11 14:33:00 GMT 2023","2105","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginWithEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Mon Dec 11 14:33:16 GMT 2023","Mon Dec 11 14:33:18 GMT 2023","2328","Suite","Register user SSO","com.test.TestCases.Register.RegisterUserSSO","com.test.TestCases.Register.RegisterUserSSO","registerUserWithEmptyName","Register user with empty name","Register user with empty name"
"passed","Mon Dec 11 14:32:44 GMT 2023","Mon Dec 11 14:32:53 GMT 2023","8711","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginValidUserSchool","Login valid valid email and password","Login User with valid email and password"
"passed","Mon Dec 11 14:32:01 GMT 2023","Mon Dec 11 14:32:12 GMT 2023","11097","Suite","Logout SSO","com.test.TestCases.Logout.LogOutUserSSO","com.test.TestCases.Logout.LogOutUserSSO","logoutUserWithButtonDashboard","Logout user with button in dashboard","Logout user with button in dashboard"
"passed","Mon Dec 11 14:32:21 GMT 2023","Mon Dec 11 14:32:54 GMT 2023","33605","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseCohort","Create Cohort","Create Course Cohort"
"passed","Mon Dec 11 14:32:37 GMT 2023","Mon Dec 11 14:32:41 GMT 2023","4144","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginInvalidUserSchool","Login User with invalid email and password","Login User with invalid email and password"
"passed","Mon Dec 11 14:33:32 GMT 2023","Mon Dec 11 14:33:49 GMT 2023","16489","Suite","Register user SSO","com.test.TestCases.Register.RegisterUserSSO","com.test.TestCases.Register.RegisterUserSSO","registerUserWithValidInput","Register user with valid input","Register user with valid input"
"passed","Mon Dec 11 14:34:13 GMT 2023","Mon Dec 11 14:34:15 GMT 2023","1610","Suite","Register user school","com.test.TestCases.Register.RegisterUserSchool","com.test.TestCases.Register.RegisterUserSchool","registerUserSchoolWithoutTickAgrementPrivacy","Register user school without tick agreement privacy","Register user school without tick agreement privacy"
"passed","Mon Dec 11 14:32:13 GMT 2023","Mon Dec 11 14:32:20 GMT 2023","6802","Suite","Logout SSO","com.test.TestCases.Logout.LogOutUserSSO","com.test.TestCases.Logout.LogOutUserSSO","logoutUserWithDropdownButton","Logout user with dropdown button","Logout user with dropdown button"
"passed","Mon Dec 11 14:32:03 GMT 2023","Mon Dec 11 14:32:06 GMT 2023","2707","Suite","Login SSO","com.test.TestCases.Login.LoginUserSSO","com.test.TestCases.Login.LoginUserSSO","loginInvalidUser","Login User with invalid email and password","Login User with invalid email and password"
"passed","Mon Dec 11 14:35:27 GMT 2023","Mon Dec 11 14:35:31 GMT 2023","4274","Suite","Forgot password SSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","forgotPasswordUserSSOEmptyCode","Forgot Password SSO with empty code","Forgot Password SSO with empty code"
"passed","Mon Dec 11 14:33:47 GMT 2023","Mon Dec 11 14:34:07 GMT 2023","20380","Suite","Register user school","com.test.TestCases.Register.RegisterUserSchool","com.test.TestCases.Register.RegisterUserSchool","registerUserSchoolWithValidInput","Register user school with valid input","Register user school with valid input"
"passed","Mon Dec 11 14:39:07 GMT 2023","Mon Dec 11 14:39:09 GMT 2023","1434","Suite","Forgot password School","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","forgotPasswordUserSchoolEmptyEmail","Forgot Password School with empty email","Forgot Password School with empty email"
"passed","Mon Dec 11 14:32:07 GMT 2023","Mon Dec 11 14:32:08 GMT 2023","1487","Suite","Login SSO","com.test.TestCases.Login.LoginUserSSO","com.test.TestCases.Login.LoginUserSSO","loginUserEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Mon Dec 11 14:32:12 GMT 2023","Mon Dec 11 14:32:14 GMT 2023","1423","Suite","Login SSO","com.test.TestCases.Login.LoginUserSSO","com.test.TestCases.Login.LoginUserSSO","loginUserEmptyPassword","Login User with empty password","Login User with empty password"
"passed","Mon Dec 11 14:32:15 GMT 2023","Mon Dec 11 14:32:26 GMT 2023","11066","Suite","Login SSO","com.test.TestCases.Login.LoginUserSSO","com.test.TestCases.Login.LoginUserSSO","loginValidUser","Login User with valid email and password","Login User with valid email and password"
"passed","Mon Dec 11 14:35:36 GMT 2023","Mon Dec 11 14:35:40 GMT 2023","3856","Suite","Forgot password SSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","forgotPasswordUserSSOEmptyNewPassword","Forgot Password SSO with empty new password","Forgot Password SSO with empty new password"
"passed","Mon Dec 11 14:33:08 GMT 2023","Mon Dec 11 14:33:10 GMT 2023","2188","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginWithInvalidEmailFormat","Login with invalid email format","Login User with invalid email format"
"passed","Mon Dec 11 14:32:55 GMT 2023","Mon Dec 11 14:33:44 GMT 2023","49213","Suite","Register user school","com.test.TestCases.Register.RegisterUserSchool","com.test.TestCases.Register.RegisterUserSchool","registerUserSchoolWithEmptyPassword","Register user school with empty password","Register user school with empty password"
"broken","Mon Dec 11 14:36:48 GMT 2023","Mon Dec 11 14:37:52 GMT 2023","64664","Suite","Forgot password School","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","forgotPasswordSchool","Forgot Password School","Forgot Password School"
"passed","Mon Dec 11 14:33:24 GMT 2023","Mon Dec 11 14:33:27 GMT 2023","3078","Suite","Register user SSO","com.test.TestCases.Register.RegisterUserSSO","com.test.TestCases.Register.RegisterUserSSO","registerUserWithInvalidEmailFormat","Register user with invalid email format","Register user with invalid email format"
