"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Dec 06 05:26:10 GMT 2023","Wed Dec 06 05:26:10 GMT 2023","0","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","tearDown","tearDown",""
"skipped","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","0","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventWebinar","Create Course Webinar","Create Course Webinar"
"skipped","Wed Dec 06 05:26:10 GMT 2023","Wed Dec 06 05:26:10 GMT 2023","1","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseSelfPaced","Create Self Paced","Create Course Self Paced"
"broken","Wed Dec 06 04:53:02 GMT 2023","Wed Dec 06 04:53:02 GMT 2023","1","Default Suite","EDUQAT-AUTOMATIONTEST","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","tearDown","tearDown",""
"skipped","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","1","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventOnsite","Create Course Event Onsite","Create Course Event Onsite"
"skipped","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","7","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseCohort","Create Cohort","Create Course Cohort"
"skipped","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","1","Suite","Login User","com.test.TestCases.LoginUser","com.test.TestCases.LoginUser","loginInvalidUser","Login invalid user","Login User with invalid email and password"
"skipped","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","0","Suite","Login User","com.test.TestCases.LoginUser","com.test.TestCases.LoginUser","loginValidUser","Login valid user","Login User with valid email and password"
"passed","Wed Dec 06 05:17:07 GMT 2023","Wed Dec 06 05:17:07 GMT 2023","513","Default Suite","EDUQAT-AUTOMATIONTEST","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginValidUserSchool","Login valid user","Login User with valid email and password"
"broken","Wed Dec 06 05:26:10 GMT 2023","Wed Dec 06 05:26:10 GMT 2023","1","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","launchApp","launchApp",""
"broken","Wed Dec 06 04:53:02 GMT 2023","Wed Dec 06 04:53:02 GMT 2023","8","Default Suite","EDUQAT-AUTOMATIONTEST","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","launchApp","launchApp",""
"broken","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","0","Suite","Login User","com.test.TestCases.LoginUser","com.test.TestCases.LoginUser","launchApp","launchApp",""
"broken","Wed Dec 06 05:26:09 GMT 2023","Wed Dec 06 05:26:09 GMT 2023","0","Suite","Login User","com.test.TestCases.LoginUser","com.test.TestCases.LoginUser","tearDown","tearDown",""
