"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Dec 08 17:17:37 GMT 2023","Fri Dec 08 17:18:20 GMT 2023","42585","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseCohort","Create Cohort","Create Course Cohort"
"passed","Fri Dec 08 17:17:20 GMT 2023","Fri Dec 08 17:17:30 GMT 2023","9962","Suite","Logout User","com.test.TestCases.LogOutUserSSO","com.test.TestCases.LogOutUserSSO","logoutUserWithButtonDashboard","Logout user with button in dashboard","Logout user with button in dashboard"
"passed","Fri Dec 08 17:18:21 GMT 2023","Fri Dec 08 17:18:23 GMT 2023","1866","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginUserEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Fri Dec 08 17:20:24 GMT 2023","Fri Dec 08 17:20:28 GMT 2023","4640","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginInvalidEmail","Login User with invalid email","Login User with invalid email"
"passed","Fri Dec 08 17:20:06 GMT 2023","Fri Dec 08 17:20:16 GMT 2023","10058","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginValidUser","Login User with valid email and password","Login User with valid email and password"
"passed","Fri Dec 08 17:21:17 GMT 2023","Fri Dec 08 17:21:20 GMT 2023","2860","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginInvalidPassword","Login User with invalid password","Login User with invalid password"
"passed","Fri Dec 08 17:21:31 GMT 2023","Fri Dec 08 17:21:39 GMT 2023","8420","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginValidUserSchool","Login valid user","Login User with valid email and password"
"passed","Fri Dec 08 17:21:24 GMT 2023","Fri Dec 08 17:21:28 GMT 2023","4469","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginInvalidUserSchool","Login User with invalid email and password","Login User with invalid email and password"
"passed","Fri Dec 08 17:20:27 GMT 2023","Fri Dec 08 17:21:21 GMT 2023","53596","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseSelfPaced","Create Self Paced","Create Course Self Paced"
"passed","Fri Dec 08 17:17:37 GMT 2023","Fri Dec 08 17:18:24 GMT 2023","46133","Suite","Logout User","com.test.TestCases.LogOutUserSSO","com.test.TestCases.LogOutUserSSO","logoutUserWithDropdownButton","Logout user with dropdown button","Logout user with dropdown button"
"passed","Fri Dec 08 17:21:28 GMT 2023","Fri Dec 08 17:21:41 GMT 2023","12195","Suite","Logout web school","com.test.TestCases.LogOutUserSchool","com.test.TestCases.LogOutUserSchool","loginValidUserSchool","Logout user school","Logout user school"
"passed","Fri Dec 08 17:18:35 GMT 2023","Fri Dec 08 17:19:18 GMT 2023","43219","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventOnsite","Create Course Event Onsite","Create Course Event Onsite"
"passed","Fri Dec 08 17:18:25 GMT 2023","Fri Dec 08 17:18:26 GMT 2023","1398","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginUserEmptyEmailAndPassword","Login User with empty email and password","Login User with empty email and password"
"passed","Fri Dec 08 17:20:32 GMT 2023","Fri Dec 08 17:21:13 GMT 2023","40974","Suite","Create School","com.test.TestCases.CreateNewSchool","com.test.TestCases.CreateNewSchool","createSchool","Create School","Create School"
"passed","Fri Dec 08 17:19:20 GMT 2023","Fri Dec 08 17:19:21 GMT 2023","1693","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginUserEmptyPassword","Login User with empty password","Login User with empty password"
"passed","Fri Dec 08 17:21:45 GMT 2023","Fri Dec 08 17:21:47 GMT 2023","1413","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginWithEmptyPassword","Login User with empty password","Login User with empty password"
"passed","Fri Dec 08 17:17:33 GMT 2023","Fri Dec 08 17:17:35 GMT 2023","1781","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginInvalidUser","Login User with invalid email and password","Login User with invalid email and password"
"passed","Fri Dec 08 17:21:49 GMT 2023","Fri Dec 08 17:21:50 GMT 2023","983","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginWithInvalidEmailFormat","Login with invalid email format","Login User with invalid email format"
"passed","Fri Dec 08 17:21:42 GMT 2023","Fri Dec 08 17:21:43 GMT 2023","1654","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginWithEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Fri Dec 08 17:19:34 GMT 2023","Fri Dec 08 17:20:05 GMT 2023","30253","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventWebinar","Create Course Webinar","Create Course Webinar"
