"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 07 07:24:43 GMT 2023","Thu Dec 07 07:24:52 GMT 2023","8451","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginValidUserSchool","Login valid user","Login User with valid email and password"
"passed","Thu Dec 07 07:21:36 GMT 2023","Thu Dec 07 07:21:45 GMT 2023","9145","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginValidUser","Login User with valid email and password","Login User with valid email and password"
"broken","Thu Dec 07 07:23:16 GMT 2023","Thu Dec 07 07:24:32 GMT 2023","75439","Suite","Create School","com.test.TestCases.CreateNewSchool","com.test.TestCases.CreateNewSchool","createSchool","Create School","Create School"
"passed","Thu Dec 07 07:19:37 GMT 2023","Thu Dec 07 07:19:43 GMT 2023","5787","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginInvalidUser","Login User with invalid email and password","Login User with invalid email and password"
"passed","Thu Dec 07 07:24:15 GMT 2023","Thu Dec 07 07:24:18 GMT 2023","2699","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginInvalidPassword","Login User with invalid password","Login User with invalid password"
"passed","Thu Dec 07 07:24:31 GMT 2023","Thu Dec 07 07:25:10 GMT 2023","38978","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventWebinar","Create Course Webinar","Create Course Webinar"
"passed","Thu Dec 07 07:20:47 GMT 2023","Thu Dec 07 07:21:27 GMT 2023","39574","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventOnsite","Create Course Event Onsite","Create Course Event Onsite"
"passed","Thu Dec 07 07:25:21 GMT 2023","Thu Dec 07 07:25:49 GMT 2023","27914","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseSelfPaced","Create Self Paced","Create Course Self Paced"
"passed","Thu Dec 07 07:25:01 GMT 2023","Thu Dec 07 07:25:02 GMT 2023","727","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginWithInvalidEmailFormat","Login with invalid email format","Login User with invalid email format"
"passed","Thu Dec 07 07:24:58 GMT 2023","Thu Dec 07 07:24:59 GMT 2023","1703","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginWithEmptyPassword","Login User with empty password","Login User with empty password"
"passed","Thu Dec 07 07:20:31 GMT 2023","Thu Dec 07 07:20:32 GMT 2023","1748","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginUserEmptyPassword","Login User with empty email","Login User with empty email"
"passed","Thu Dec 07 07:24:36 GMT 2023","Thu Dec 07 07:24:40 GMT 2023","3947","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginInvalidUserSchool","Login User with invalid email and password","Login User with invalid email and password"
"passed","Thu Dec 07 07:19:59 GMT 2023","Thu Dec 07 07:20:04 GMT 2023","5701","Suite","Logout User","com.test.TestCases.LogOutUserSSO","com.test.TestCases.LogOutUserSSO","logoutUserWithDropdownButton","Logout user with dropdown button","Logout user with dropdown button"
"passed","Thu Dec 07 07:20:08 GMT 2023","Thu Dec 07 07:20:08 GMT 2023","242","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginUserEmptyEmailAndPassword","Login User with empty email and password","Login User with empty email and password"
"passed","Thu Dec 07 07:19:46 GMT 2023","Thu Dec 07 07:19:53 GMT 2023","6750","Suite","Logout User","com.test.TestCases.LogOutUserSSO","com.test.TestCases.LogOutUserSSO","logoutUserWithButtonDashboard","Logout user with button in dashboard","Logout user with button in dashboard"
"passed","Thu Dec 07 07:19:55 GMT 2023","Thu Dec 07 07:19:56 GMT 2023","1655","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginUserEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Thu Dec 07 07:23:08 GMT 2023","Thu Dec 07 07:23:11 GMT 2023","3175","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginInvalidEmail","Login User with invalid email","Login User with invalid email"
"passed","Thu Dec 07 07:24:54 GMT 2023","Thu Dec 07 07:24:55 GMT 2023","818","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginWithEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Thu Dec 07 07:19:57 GMT 2023","Thu Dec 07 07:20:29 GMT 2023","32471","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseCohort","Create Cohort","Create Course Cohort"
