"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Dec 12 19:08:36 GMT 2023","Tue Dec 12 19:08:40 GMT 2023","4034","Suite","Forgot password SSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","forgotPasswordUserSSOWithDiffPass","Forgot Password SSO with different password","Forgot Password SSO with different password"
"passed","Tue Dec 12 19:10:57 GMT 2023","Tue Dec 12 19:11:39 GMT 2023","42046","Suite","Accept Invitation Admin","com.test.TestCases.InvitationUser.AcceptInvitationUser","com.test.TestCases.InvitationUser.AcceptInvitationUser","acceptUserAdmin","Accept Invitation User Admin","Accept Invitation User Admin"
"passed","Tue Dec 12 19:07:34 GMT 2023","Tue Dec 12 19:07:35 GMT 2023","1245","Suite","Register user school","com.test.TestCases.Register.RegisterUserSchool","com.test.TestCases.Register.RegisterUserSchool","registerUserSchoolWithWrongEmailFormat","Register user school with invalid email","Register user school with invalid email"
"passed","Tue Dec 12 19:07:30 GMT 2023","Tue Dec 12 19:07:32 GMT 2023","1704","Suite","Register user school","com.test.TestCases.Register.RegisterUserSchool","com.test.TestCases.Register.RegisterUserSchool","registerUserSchoolWithEmptyPassword","Register user school with empty password","Register user school with empty password"
"passed","Tue Dec 12 19:11:26 GMT 2023","Tue Dec 12 19:12:06 GMT 2023","39124","Suite","Accept Invitation Educator","com.test.TestCases.InvitationUser.AcceptInvitationUser","com.test.TestCases.InvitationUser.AcceptInvitationUser","acceptUserEducator","Accept Invitation User Educator","Accept Invitation User Educator"
"passed","Tue Dec 12 19:09:08 GMT 2023","Tue Dec 12 19:09:11 GMT 2023","3004","Suite","Forgot password School","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","forgotPasswordUserSchoolEmptyCodeField","Forgot Password School with empty code field","Forgot Password School with empty code field"
"passed","Tue Dec 12 19:08:18 GMT 2023","Tue Dec 12 19:08:22 GMT 2023","3219","Suite","Register user SSO","com.test.TestCases.Register.RegisterUserSSO","com.test.TestCases.Register.RegisterUserSSO","registerUserWithEmptyPassword","Register user with empty password","Register user with empty password"
"passed","Tue Dec 12 19:08:41 GMT 2023","Tue Dec 12 19:08:46 GMT 2023","4763","Suite","Forgot password SSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","forgotPasswordUserSSOWithUnderSixChar","Forgot Password SSO with password under 6 character","Forgot Password SSO with password under 6 character"
"passed","Tue Dec 12 19:09:49 GMT 2023","Tue Dec 12 19:10:08 GMT 2023","18892","Suite","Invitation User Educator","com.test.TestCases.InvitationUser.InvitationUser","com.test.TestCases.InvitationUser.InvitationUser","invitationUserEducator","Invitation user Educator","Invitation user Educator"
"passed","Tue Dec 12 19:06:50 GMT 2023","Tue Dec 12 19:07:02 GMT 2023","11303","Suite","Logout web school","com.test.TestCases.Logout.LogOutUserSchool","com.test.TestCases.Logout.LogOutUserSchool","loginValidUserSchool","Logout user school","Logout user school"
"passed","Tue Dec 12 19:06:13 GMT 2023","Tue Dec 12 19:06:17 GMT 2023","3254","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginInvalidPassword","Login User with invalid password","Login User with invalid password"
"passed","Tue Dec 12 19:06:38 GMT 2023","Tue Dec 12 19:06:39 GMT 2023","1527","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginWithEmptyEmail","Login User with empty email","Login User with empty email"
"passed","Tue Dec 12 19:08:38 GMT 2023","Tue Dec 12 19:09:04 GMT 2023","25906","Suite","Invitation User","com.test.TestCases.InvitationUser.InvitationUser","com.test.TestCases.InvitationUser.InvitationUser","invitationUserWithEmptyEmail","Invitation user with empty format","Invitation user with email"
"passed","Tue Dec 12 19:07:04 GMT 2023","Tue Dec 12 19:07:21 GMT 2023","17073","Suite","Register user school","com.test.TestCases.Register.RegisterUserSchool","com.test.TestCases.Register.RegisterUserSchool","registerUserSchoolWithValidInput","Register user school with valid input","Register user school with valid input"
