"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Dec 06 10:05:17 GMT 2023","Wed Dec 06 10:05:19 GMT 2023","2387","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginInvalidUser","Login invalid user","Login User with invalid email and password"
"broken","Wed Dec 06 10:19:46 GMT 2023","Wed Dec 06 10:20:59 GMT 2023","72903","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseSelfPaced","Create Self Paced","Create Course Self Paced"
"passed","Wed Dec 06 10:05:57 GMT 2023","Wed Dec 06 10:05:58 GMT 2023","264","Suite","Login web school","com.test.TestCases.LoginUserSchool","com.test.TestCases.LoginUserSchool","loginValidUserSchool","Login valid user","Login User with valid email and password"
"passed","Wed Dec 06 10:05:33 GMT 2023","Wed Dec 06 10:05:39 GMT 2023","5740","Suite","Login User","com.test.TestCases.LoginUserSSO","com.test.TestCases.LoginUserSSO","loginValidUser","Login valid user","Login User with valid email and password"
"broken","Wed Dec 06 10:06:02 GMT 2023","Wed Dec 06 10:06:12 GMT 2023","10271","Suite","Create School","com.test.TestCases.CreateNewSchool","com.test.TestCases.CreateNewSchool","createCourseEventWebinar","Create School","Create School"
"broken","Wed Dec 06 10:11:56 GMT 2023","Wed Dec 06 10:13:09 GMT 2023","72960","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventOnsite","Create Course Event Onsite","Create Course Event Onsite"
"broken","Wed Dec 06 10:15:51 GMT 2023","Wed Dec 06 10:17:04 GMT 2023","72939","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseEventWebinar","Create Course Webinar","Create Course Webinar"
"broken","Wed Dec 06 10:08:01 GMT 2023","Wed Dec 06 10:09:14 GMT 2023","72958","Suite","Create Course","com.test.TestCases.CreateCourse","com.test.TestCases.CreateCourse","createCourseCohort","Create Cohort","Create Course Cohort"
