"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Dec 18 09:40:11 GMT 2023","Mon Dec 18 09:40:16 GMT 2023","4612","Suite","Forgot password SSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","forgotPasswordUserSSOEmptyCode","Forgot Password SSO with empty code","Forgot Password SSO with empty code"
"passed","Mon Dec 18 09:37:32 GMT 2023","Mon Dec 18 09:37:35 GMT 2023","2911","Suite","Login web school","com.test.TestCases.Login.LoginUserSchool","com.test.TestCases.Login.LoginUserSchool","loginWithEmptyEmail","Login User with empty email","Login User with empty email"
"broken","Mon Dec 18 09:46:20 GMT 2023","Mon Dec 18 09:47:34 GMT 2023","73976","Suite","Accept Invitation Learner","com.test.TestCases.InvitationUser.AcceptInvitationNewLearner","com.test.TestCases.InvitationUser.AcceptInvitationNewLearner","acceptLearnerCohort","Accept Invitation Learner Cohort","Accept Invitation Learner Cohort"
"passed","Mon Dec 18 09:41:28 GMT 2023","Mon Dec 18 09:41:47 GMT 2023","19649","Suite","Invitation User Educator","com.test.TestCases.InvitationUser.InvitationUser","com.test.TestCases.InvitationUser.InvitationUser","invitationUserEducator","Invitation user Educator","Invitation user Educator"
"passed","Mon Dec 18 09:39:23 GMT 2023","Mon Dec 18 09:39:26 GMT 2023","2895","Suite","Forgot password School","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","forgotPasswordUserSchoolEmptyCodeField","Forgot Password School with empty code field","Forgot Password School with empty code field"
"passed","Mon Dec 18 09:40:50 GMT 2023","Mon Dec 18 09:41:15 GMT 2023","24367","Suite","Invitation User Admin","com.test.TestCases.InvitationUser.InvitationUser","com.test.TestCases.InvitationUser.InvitationUser","invitationUserAdmin","Invitation User Admin","Invitation user Admin"
"passed","Mon Dec 18 09:39:55 GMT 2023","Mon Dec 18 09:39:59 GMT 2023","3580","Suite","Forgot password SSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","com.test.TestCases.ForgotPassword.ForgotPasswordSSO","forgotPasswordUserSSOEmptyNewPassword","Forgot Password SSO with empty new password","Forgot Password SSO with empty new password"
"passed","Mon Dec 18 09:36:20 GMT 2023","Mon Dec 18 09:36:31 GMT 2023","11166","Suite","Logout SSO","com.test.TestCases.Logout.LogOutUserSSO","com.test.TestCases.Logout.LogOutUserSSO","logoutUserWithButtonDashboard","Logout user with button in dashboard","Logout user with button in dashboard"
"broken","Mon Dec 18 09:53:52 GMT 2023","Mon Dec 18 09:55:05 GMT 2023","73856","Suite","Accept Invitation Learner","com.test.TestCases.InvitationUser.AcceptInvitationNewLearner","com.test.TestCases.InvitationUser.AcceptInvitationNewLearner","acceptLearnerSelfPaced","Accept Invitation Learner Self-paced","Accept Invitation Learner Self-paced"
"passed","Mon Dec 18 09:36:33 GMT 2023","Mon Dec 18 09:36:42 GMT 2023","9386","Suite","Logout SSO","com.test.TestCases.Logout.LogOutUserSSO","com.test.TestCases.Logout.LogOutUserSSO","logoutUserWithDropdownButton","Logout user with dropdown button","Logout user with dropdown button"
"passed","Mon Dec 18 09:41:33 GMT 2023","Mon Dec 18 09:41:37 GMT 2023","3631","Suite","Forgot password School","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","com.test.TestCases.ForgotPassword.ForgotPasswordSchool","forgotPasswordUserSchoolWithWrongCode","Forgot Password School with wrong code","Forgot Password School with wrong code"
"passed","Mon Dec 18 09:36:30 GMT 2023","Mon Dec 18 09:36:31 GMT 2023","1718","Suite","Login SSO","com.test.TestCases.Login.LoginUserSSO","com.test.TestCases.Login.LoginUserSSO","loginUserEmptyEmailAndPassword","Login User with empty email and password","Login User with empty email and password"
